Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,replicate,sample_acc,Sample Name,SRA Study,treatment
SRR10007960,AMPLICON,485,PRJNA561262,SAMN12612816,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746207,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day1.R3,PAIRED,PCR,METAGENOMIC,31,13,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep3,SRS5296539,Con.Day2.Rep3.100,SRP218944,Con.Day1
SRR10007961,AMPLICON,484,PRJNA561262,SAMN12612815,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746206,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day0.R3,PAIRED,PCR,METAGENOMIC,39,16,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep3,SRS5296538,Con.Day1.Rep3.77,SRP218944,Con.Day0
SRR10007962,AMPLICON,486,PRJNA561262,SAMN12612814,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746205,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_16S.Day15.R3,PAIRED,PCR,METAGENOMIC,42,17,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep3,SRS5296537,ASD.Day16.Rep3.2,SRP218944,ASD.Day15
SRR10007963,AMPLICON,484,PRJNA561262,SAMN12612819,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746204,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day7.R3,PAIRED,PCR,METAGENOMIC,22,9,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep3,SRS5296536,Con.Day8.Rep3.90,SRP218944,Con.Day7
SRR10007964,AMPLICON,485,PRJNA561262,SAMN12612818,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6746203,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_16S.Day3.R3,PAIRED,PCR,METAGENOMIC,24,10,soil metagenome,ILLUMINA,2019-08-21T00:00:00Z,Rep3,SRS5296535,Con.Day4.Rep3.84,SRP218944,Con.Day3
SRR10048577,AMPLICON,269,PRJNA561262,SAMN12612788,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783111,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day1.R1,PAIRED,PCR,METAGENOMIC,13,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296589,Con.Day2.Rep1.69,SRP218944,Con.Day1
SRR10048578,AMPLICON,266,PRJNA561262,SAMN12612787,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783110,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day0.R1,PAIRED,PCR,METAGENOMIC,14,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296583,Con.Day1.Rep1.68,SRP218944,Con.Day0
SRR10048579,AMPLICON,269,PRJNA561262,SAMN12612786,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783109,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day15.R1,PAIRED,PCR,METAGENOMIC,3,1,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296582,ASD.Day16.Rep1.22,SRP218944,ASD.Day15
SRR10048581,AMPLICON,266,PRJNA561262,SAMN12612834,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783107,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day11.R4,PAIRED,PCR,METAGENOMIC,4,2,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296588,Con.Day12.Rep4.101,SRP218944,Con.Day11
SRR10048582,AMPLICON,266,PRJNA561262,SAMN12612833,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783106,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day7.R4,PAIRED,PCR,METAGENOMIC,12,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296557,Con.Day8.Rep4.57,SRP218944,Con.Day7
SRR10048583,AMPLICON,267,PRJNA561262,SAMN12612832,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783105,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day3.R4,PAIRED,PCR,METAGENOMIC,7,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296556,Con.Day4.Rep4.99,SRP218944,Con.Day3
SRR10048584,AMPLICON,266,PRJNA561262,SAMN12612831,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783104,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day2.R4,PAIRED,PCR,METAGENOMIC,11,5,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296561,Con.Day3.Rep4.66,SRP218944,Con.Day2
SRR10048585,AMPLICON,266,PRJNA561262,SAMN12612830,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783103,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day1.R4,PAIRED,PCR,METAGENOMIC,12,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296558,Con.Day2.Rep4.97,SRP218944,Con.Day1
SRR10048586,AMPLICON,272,PRJNA561262,SAMN12612785,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783102,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day11.R1,PAIRED,PCR,METAGENOMIC,49,23,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296581,ASD.Day12.Rep1.37,SRP218944,ASD.Day11
SRR10048588,AMPLICON,270,PRJNA561262,SAMN12612828,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783100,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day15.R4,PAIRED,PCR,METAGENOMIC,10,5,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296560,ASD.Day16.Rep4.27,SRP218944,ASD.Day15
SRR10048590,AMPLICON,272,PRJNA561262,SAMN12612826,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783098,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day7.R4,PAIRED,PCR,METAGENOMIC,30,14,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296569,ASD.Day8.Rep4.19,SRP218944,ASD.Day7
SRR10048591,AMPLICON,266,PRJNA561262,SAMN12612825,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783097,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day3.R4,PAIRED,PCR,METAGENOMIC,6,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296566,ASD.Day4.Rep4.39,SRP218944,ASD.Day3
SRR10048592,AMPLICON,264,PRJNA561262,SAMN12612824,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783096,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day2.R4,PAIRED,PCR,METAGENOMIC,8,4,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep4,SRS5296567,ASD.Day3.Rep4.6,SRP218944,ASD.Day2
SRR10048595,AMPLICON,266,PRJNA561262,SAMN12612821,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783093,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day15.R3,PAIRED,PCR,METAGENOMIC,10,5,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296562,Con.Day16.Rep3.87,SRP218944,Con.Day15
SRR10048597,AMPLICON,265,PRJNA561262,SAMN12612784,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783091,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day7.R1,PAIRED,PCR,METAGENOMIC,5,2,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296580,ASD.Day8.Rep1.50,SRP218944,ASD.Day7
SRR10048598,AMPLICON,264,PRJNA561262,SAMN12612819,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783090,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day7.R3,PAIRED,PCR,METAGENOMIC,3,1,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296536,Con.Day8.Rep3.90,SRP218944,Con.Day7
SRR10048599,AMPLICON,267,PRJNA561262,SAMN12612818,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783089,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day3.R3,PAIRED,PCR,METAGENOMIC,4,2,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296535,Con.Day4.Rep3.84,SRP218944,Con.Day3
SRR10048600,AMPLICON,263,PRJNA561262,SAMN12612817,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783088,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day2.R3,PAIRED,PCR,METAGENOMIC,8,4,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296540,Con.Day3.Rep3.73,SRP218944,Con.Day2
SRR10048601,AMPLICON,266,PRJNA561262,SAMN12612816,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783087,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day1.R3,PAIRED,PCR,METAGENOMIC,12,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296539,Con.Day2.Rep3.100,SRP218944,Con.Day1
SRR10048602,AMPLICON,266,PRJNA561262,SAMN12612815,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783086,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day0.R3,PAIRED,PCR,METAGENOMIC,12,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296538,Con.Day1.Rep3.77,SRP218944,Con.Day0
SRR10048604,AMPLICON,271,PRJNA561262,SAMN12612813,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783084,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day11.R3,PAIRED,PCR,METAGENOMIC,34,16,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296544,ASD.Day12.Rep3.51,SRP218944,ASD.Day11
SRR10048605,AMPLICON,268,PRJNA561262,SAMN12612812,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783083,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day7.R3,PAIRED,PCR,METAGENOMIC,27,13,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296543,ASD.Day8.Rep3.25,SRP218944,ASD.Day7
SRR10048606,AMPLICON,271,PRJNA561262,SAMN12612811,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783082,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day3.R3,PAIRED,PCR,METAGENOMIC,40,19,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296542,ASD.Day4.Rep3.41,SRP218944,ASD.Day3
SRR10048607,AMPLICON,263,PRJNA561262,SAMN12612810,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783081,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day2.R3,PAIRED,PCR,METAGENOMIC,8,4,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296541,ASD.Day3.Rep3.4,SRP218944,ASD.Day2
SRR10048608,AMPLICON,270,PRJNA561262,SAMN12612783,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783080,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day3.R1,PAIRED,PCR,METAGENOMIC,14,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296587,ASD.Day4.Rep1.49,SRP218944,ASD.Day3
SRR10048609,AMPLICON,262,PRJNA561262,SAMN12612809,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783079,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day1.R3,PAIRED,PCR,METAGENOMIC,6,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296578,ASD.Day2.Rep3.12,SRP218944,ASD.Day1
SRR10048610,AMPLICON,265,PRJNA561262,SAMN12612808,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783078,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day0.R3,PAIRED,PCR,METAGENOMIC,4,2,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep3,SRS5296579,ASD.Day1.Rep3.48,SRP218944,ASD.Day0
SRR10048611,AMPLICON,266,PRJNA561262,SAMN12612807,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783077,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day15.R2,PAIRED,PCR,METAGENOMIC,13,6,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296574,Con.Day16.Rep2.70,SRP218944,Con.Day15
SRR10048612,AMPLICON,267,PRJNA561262,SAMN12612806,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783076,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day11.R2,PAIRED,PCR,METAGENOMIC,15,7,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296575,Con.Day12.Rep2.85,SRP218944,Con.Day11
SRR10048613,AMPLICON,265,PRJNA561262,SAMN12612805,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783075,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day7.R2,PAIRED,PCR,METAGENOMIC,14,7,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296576,Con.Day8.Rep2.76,SRP218944,Con.Day7
SRR10048616,AMPLICON,266,PRJNA561262,SAMN12612802,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783072,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day1.R2,PAIRED,PCR,METAGENOMIC,6,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296571,Con.Day2.Rep2.64,SRP218944,Con.Day1
SRR10048617,AMPLICON,266,PRJNA561262,SAMN12612801,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783071,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day0.R2,PAIRED,PCR,METAGENOMIC,19,9,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296572,Con.Day1.Rep2.81,SRP218944,Con.Day0
SRR10048618,AMPLICON,271,PRJNA561262,SAMN12612800,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783070,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day15.R2,PAIRED,PCR,METAGENOMIC,15,7,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296573,ASD.Day16.Rep2.36,SRP218944,ASD.Day15
SRR10048619,AMPLICON,266,PRJNA561262,SAMN12612782,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783069,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day2.R1,PAIRED,PCR,METAGENOMIC,7,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296586,ASD.Day3.Rep1.35,SRP218944,ASD.Day2
SRR10048620,AMPLICON,270,PRJNA561262,SAMN12612799,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783068,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day11.R2,PAIRED,PCR,METAGENOMIC,22,11,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296555,ASD.Day12.Rep2.32,SRP218944,ASD.Day11
SRR10048621,AMPLICON,272,PRJNA561262,SAMN12612798,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783067,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day7.R2,PAIRED,PCR,METAGENOMIC,23,11,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296554,ASD.Day8.Rep2.38,SRP218944,ASD.Day7
SRR10048622,AMPLICON,269,PRJNA561262,SAMN12612797,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783066,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day3.R2,PAIRED,PCR,METAGENOMIC,21,10,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296546,ASD.Day4.Rep2.8,SRP218944,ASD.Day3
SRR10048623,AMPLICON,265,PRJNA561262,SAMN12612796,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783065,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-RB_ITS.Day2.R2,PAIRED,PCR,METAGENOMIC,8,4,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep2,SRS5296545,ASD.Day3.Rep2.21,SRP218944,ASD.Day2
SRR10048626,AMPLICON,267,PRJNA561262,SAMN12612793,Metagenome or environmental,UNITED STATES DEPARTMENT OF AGRICULTURE-AGRICULTURAL RESEARCH SERVICE,15-Oct-2015/10-Nov-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6783062,USA,North America,USA:Washington,not applicable,Illumina MiSeq,soil,47.56235 N 120.24499 W,ASD-NA_ITS.Day15.R1,PAIRED,PCR,METAGENOMIC,6,3,soil metagenome,ILLUMINA,2019-08-30T00:00:00Z,Rep1,SRS5296550,Con.Day16.Rep1.53,SRP218944,Con.Day15
